"accountId";"cardId";"operation";"merchant";"brandMerchant";"mcc";"purchaseAmount";"purchaseDate"
"100701";"100690";"Compra Pré-Pago Débito Visa";"Visa";"POSTO 44 PARANAGUA       PARANAGUA    BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"676.00";"2024-10-13 01:26:00"
"187085";"102476";"Compra Pré-Pago Débito Visa";"Visa";"50375411 LAYLA GABRIEL   CHAPADAO DO SBR";"EATING PLACES AND RESTAURANTS";"50.00";"2024-10-13 01:26:00"
"254744";"102746";"Compra Pré-Pago Débito Visa";"Visa";"ATELIE PETISCOS          JOSE BONIFACIBR";"FAST FOOD RESTAURANTS";"95.70";"2024-10-13 01:28:00"
"45631";"126479";"Compra Pré-Pago Débito Visa";"Visa";"MaiskeLanches            MACATUBA     BR";"BAKERIES";"63.00";"2024-10-13 01:33:00"
"41288";"41280";"Compra Pré-Pago Débito Visa";"Visa";"MP *BORRACHARIA24        PARANAGUA    BR";"MOTORCYCLE SHOPS AND DEALERS";"15.00";"2024-10-13 01:38:00"
"78917";"167490";"Compra Pré-Pago Débito Visa";"Visa";"POSTO TAVARES            Rio Branco doBR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"52.60";"2024-10-13 01:38:00"
"69764";"165848";"Compra Pré-Pago Débito Visa";"Visa";"VIAOESTE                 OSASCO       BR";"TOLL AND BRIDGE FEES";"41.30";"2024-10-13 01:43:00"
"64293";"64285";"Compra Pré-Pago Débito Visa";"Visa";"BiasiEventosLtda         CASCAVEL     BR";"DRINKING PLACES (ALCOHOLIC BEVERAGES) - BARS, TAVERNS, NIGHTCLUBS, COCKTAIL LOUNGES, AND DISCOTHEQUES";"14.00";"2024-10-13 01:44:00"
"43428";"113840";"Compra Pré-Pago Débito Visa";"Visa";"PG *TON SALAO TCHE B     MANOEL RIBAS BR";"MISCELLANEOUS FOOD STORES - CONVENIENCE STORES AND SPECIALTY MARKETS";"18.00";"2024-10-13 01:46:00"
"289311";"174032";"Compra Pré-Pago Débito Visa";"Visa";"MP *VANIAGREGORIO        OURINHOS     BR";"HEALTH AND BEAUTY SPAS";"200.00";"2024-10-13 02:00:00"
"201785";"162355";"Compra Pré-Pago Débito Visa";"Visa";"SIM ARAQUARI BR280       ARAQUARI     BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"2242.57";"2024-10-13 02:00:00"
"189073";"120145";"Compra Pré-Pago Débito Visa";"Visa";"ECOPATIO LOGISTICA CUB   CUBATAO      BR";"PARKING LOTS AND GARAGES";"69.00";"2024-10-13 02:03:00"
"41288";"41280";"Compra Pré-Pago Débito Visa";"Visa";"MP *BORRACHARIA24        PARANAGUA    BR";"MOTORCYCLE SHOPS AND DEALERS";"15.00";"2024-10-13 02:10:00"
"43428";"113840";"Compra Pré-Pago Débito Visa";"Visa";"PG *TON SALAO TCHE B     MANOEL RIBAS BR";"MISCELLANEOUS FOOD STORES - CONVENIENCE STORES AND SPECIALTY MARKETS";"18.00";"2024-10-13 02:13:00"
"111049";"110231";"Compra Pré-Pago Débito Visa";"Visa";"MP *XTUDAO               SO JOS DO RIOBR";"MISCELLANEOUS FOOD STORES - CONVENIENCE STORES AND SPECIALTY MARKETS";"135.00";"2024-10-13 02:19:00"
"78917";"167490";"Compra Pré-Pago Débito Visa";"Visa";"KAWERLEE DA SILVA SANTOS ITAPERUCU    BR";"PACKAGE STORES - BEER, WINE, AND LIQUOR";"59.50";"2024-10-13 02:19:00"
"45658";"165285";"Compra Pré-Pago Débito Visa";"Visa";"MP *JAURESTAUR           ALEXANDRA    BR";"EATING PLACES AND RESTAURANTS";"12.00";"2024-10-13 02:23:00"
"264619";"73646";"Compra Pré-Pago Débito Visa";"Visa";"SEVEN DOG                GUAIRA       BR";"FAST FOOD RESTAURANTS";"10.00";"2024-10-13 02:23:00"
"69764";"165848";"Compra Pré-Pago Débito Visa";"Visa";"PIRATININGA              SAO BERNARDO BR";"TOLL AND BRIDGE FEES";"257.60";"2024-10-13 02:36:00"
"41288";"41280";"Compra Pré-Pago Débito Visa";"Visa";"MP *BORRACHARIA24        PARANAGUA    BR";"MOTORCYCLE SHOPS AND DEALERS";"15.00";"2024-10-13 02:37:00"
"65165";"65157";"Compra Pré-Pago Débito Visa";"Visa";"SEDE ZEROO               MEDIANEIRA   BR";"DRINKING PLACES (ALCOHOLIC BEVERAGES) - BARS, TAVERNS, NIGHTCLUBS, COCKTAIL LOUNGES, AND DISCOTHEQUES";"13.00";"2024-10-13 02:43:00"
"110404";"128785";"Compra Pré-Pago Débito Visa";"Visa";"DolceFreddo              CURITIBA     BR";"FAST FOOD RESTAURANTS";"36.00";"2024-10-13 02:45:00"
"70435";"70427";"Compra Pré-Pago Débito Visa";"Visa";"A. PEREIRA-RESTAU        NOVO HORIZONTBR";"EATING PLACES AND RESTAURANTS";"15.00";"2024-10-13 02:47:00"
"264619";"73646";"Compra Pré-Pago Débito Visa";"Visa";"PG *TON BAR              GUAIRA       BR";"DIRECT MARKETING - COMBINATION CATALOG AND RETAIL MERCHANTS";"25.00";"2024-10-13 02:48:00"
"264619";"73646";"Compra Pré-Pago Débito Visa";"Visa";"PG *TON BAR              GUAIRA       BR";"DIRECT MARKETING - COMBINATION CATALOG AND RETAIL MERCHANTS";"5.00";"2024-10-13 03:04:00"
"306089";"125097";"Compra Pré-Pago Débito Visa";"Visa";"OtavioTobiasDa           NOVA ALVORADABR";"EATING PLACES AND RESTAURANTS";"40.00";"2024-10-13 03:06:00"
"212799";"134180";"Compra Pré-Pago Débito Visa";"Visa";"AUTO POSTO ESCALA 121 LTDBOITUVA      BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"7000.00";"2024-10-13 03:17:00"
"310562";"169588";"Compra Pré-Pago Débito Visa";"Visa";"AUTO POSTO ESCALA 121 LTDBOITUVA      BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"7000.00";"2024-10-13 03:22:00"
"171867";"166785";"Compra Pré-Pago Débito Visa";"Visa";"AUTO POSTO ESCALA 121 LTDBOITUVA      BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"3546.28";"2024-10-13 03:28:00"
"41288";"41280";"Compra Pré-Pago Débito Visa";"Visa";"MP *BORRACHARIA24        PARANAGUA    BR";"MOTORCYCLE SHOPS AND DEALERS";"15.00";"2024-10-13 03:31:00"
"288206";"125228";"Compra Pré-Pago Débito Visa";"Visa";"A. NESTOR E M. DA        BALSA NOVA   BR";"EATING PLACES AND RESTAURANTS";"9.00";"2024-10-13 04:55:00"
"289717";"101902";"Compra Pré-Pago Débito Visa";"Visa";"POSTO ANHANGUERA SAO J   ORLANDIA     BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"1118.00";"2024-10-13 05:00:00"
"148173";"139481";"Saque Pré-Pago Débito Visa";"Visa";"TECBAN-POSTO TREVO NAV   PONTA GROSSA BR";"FINANCIAL INSTITUTIONS - AUTOMATED CASH DISBURSEMENTS";"1000.00";"2024-10-13 05:09:00"
"148173";"139481";"Saque Pré-Pago Débito Visa";"Visa";"TECBAN-POSTO TREVO NAV   PONTA GROSSA BR";"FINANCIAL INSTITUTIONS - AUTOMATED CASH DISBURSEMENTS";"100.00";"2024-10-13 05:10:00"
"311794";"170213";"Compra Pré-Pago Débito Visa";"Visa";"SIM SUPER PORTO          RIO GRANDE   BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"3024.71";"2024-10-13 05:23:00"
"309191";"170808";"Compra Pré-Pago Débito Visa";"Visa";"PISTA 1                  SAO JOSE DOS BR";"TOLL AND BRIDGE FEES";"31.20";"2024-10-13 05:24:00"
"70435";"70427";"Compra Pré-Pago Débito Visa";"Visa";"POSTO 7 SAO CARLO        SAO CARLOS   BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"2221.00";"2024-10-13 05:37:00"
"88283";"65453";"Compra Pré-Pago Débito Visa";"Visa";"POSTO 7 SAO CARLOS LTDA  SAO CARLOS   BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"1026.75";"2024-10-13 05:43:00"
"264665";"108740";"Compra Pré-Pago Débito Visa";"Visa";"AUTO POSTO IRMAOS ALVE   UNIAO DA VITOBR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"10.00";"2024-10-13 05:50:00"
"187599";"50685";"Compra Pré-Pago Débito Visa";"Visa";"Marinamotta              SAO JOAQUIM DBR";"BAKERIES";"12.00";"2024-10-13 06:05:00"
"75124";"75116";"Compra Pré-Pago Débito Visa";"Visa";"LANCHONETE PARADA OBRI   NOVO HORIZONTBR";"FAST FOOD RESTAURANTS";"28.00";"2024-10-13 06:07:00"
"102529";"102518";"Compra Pré-Pago Débito Visa";"Visa";"DP SALES OLIVEIRA        SALES OLIVEIRBR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"569.00";"2024-10-13 06:15:00"
"288206";"125228";"Compra Pré-Pago Débito Visa";"Visa";"EPR LITORAL PIONE        CURITIBA     BR";"TOLL AND BRIDGE FEES";"57.00";"2024-10-13 06:16:00"
"83467";"172429";"Compra Pré-Pago Débito Visa";"Visa";"POSTO CARRETAO II        PAPANDUVA    BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"574.00";"2024-10-13 06:16:00"
"139115";"136431";"Compra Pré-Pago Débito Visa";"Visa";"CURRASCARIA ROTA 340     SANTO ANTONIOBR";"EATING PLACES AND RESTAURANTS";"22.00";"2024-10-13 06:17:00"
"309191";"170808";"Compra Pré-Pago Débito Visa";"Visa";"PISTA 2                  SAO JOSE DOS BR";"TOLL AND BRIDGE FEES";"31.20";"2024-10-13 06:19:00"
"308768";"53554";"Compra Pré-Pago Débito Visa";"Visa";"SABOR GOURMET            CONQUISTA    BR";"BAKERIES";"4.50";"2024-10-13 06:22:00"
"143391";"144654";"Compra Pré-Pago Débito Visa";"Visa";"AUTO POSTO IRMAOS ANHOLETNUPORANGA    BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"113.47";"2024-10-13 06:28:00"
"288623";"102069";"Compra Pré-Pago Débito Visa";"Visa";"CONCEBRA                 GOIANIA      BR";"TOLL AND BRIDGE FEES";"58.80";"2024-10-13 06:30:00"
"149043";"142100";"Compra Pré-Pago Débito Visa";"Visa";"PADARIA PLANALTO         SAO CARLOS   BR";"BAKERIES";"50.77";"2024-10-13 06:30:00"
"163813";"148074";"Compra Pré-Pago Débito Visa";"Visa";"MariaCeliaDeMoura        NOVAIS       BR";"EATING PLACES AND RESTAURANTS";"15.00";"2024-10-13 06:42:00"
"120635";"114410";"Compra Pré-Pago Débito Visa";"Visa";"PANIFICADORA CENTRAL     PRIMEIRO DE MBR";"BAKERIES";"4.50";"2024-10-13 06:45:00"
"101850";"101839";"Compra Pré-Pago Débito Visa";"Visa";"AUTO POSTO SANTA TEREZ   AVARE        BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"1410.00";"2024-10-13 06:45:00"
"77365";"123969";"Compra Pré-Pago Débito Visa";"Visa";"SUPERMERCADO DO HILDO    Campo FloridoBR";"GROCERY STORES AND SUPERMARKETS";"60.07";"2024-10-13 06:50:00"
"84206";"84197";"Compra Pré-Pago Débito Visa";"Visa";"SUELI BIGATTI            SANTA ADELIA BR";"MISCELLANEOUS FOOD STORES - CONVENIENCE STORES AND SPECIALTY MARKETS";"14.80";"2024-10-13 06:50:00"
"57491";"129329";"Compra Pré-Pago Débito Visa";"Visa";"AUTO POSTO SANTA TEREZ   AVARE        BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"3289.00";"2024-10-13 06:56:00"
"56263";"56255";"Compra Pré-Pago Débito Visa";"Visa";"ESTACENTER PARKING       CUBATAO      BR";"PARKING LOTS AND GARAGES";"30.00";"2024-10-13 06:57:00"
"252427";"124977";"Compra Pré-Pago Débito Visa";"Visa";"MAHLE CLEVELANDIA        CLEVELANDIA  BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"2733.00";"2024-10-13 07:00:00"
"289076";"101063";"Compra Pré-Pago Débito Visa";"Visa";"AUTO POSTO CENTRAL       SANTA ADELIA BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"62.02";"2024-10-13 07:02:00"
"101850";"101839";"Compra Pré-Pago Débito Visa";"Visa";"ROSE M F SILVA CIA LT    AVARE        BR";"MISCELLANEOUS FOOD STORES - CONVENIENCE STORES AND SPECIALTY MARKETS";"26.55";"2024-10-13 07:02:00"
"58732";"58724";"Compra Pré-Pago Débito Visa";"Visa";"CONCESSIONARIA DE RODO   CAMPO GRANDE BR";"TOLL AND BRIDGE FEES";"63.90";"2024-10-13 07:05:00"
"104079";"122008";"Compra Pré-Pago Débito Visa";"Visa";"POSTO GEMELI LTDA        MARMELEIRO   BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"238.00";"2024-10-13 07:06:00"
"264857";"155431";"Compra Pré-Pago Débito Visa";"Visa";"ESTACENTER PARKING       CUBATAO      BR";"PARKING LOTS AND GARAGES";"40.00";"2024-10-13 07:06:00"
"76091";"76083";"Compra Pré-Pago Débito Visa";"Visa";"MERCADINHO IPUA          IPUA         BR";"GROCERY STORES AND SUPERMARKETS";"31.60";"2024-10-13 07:07:00"
"288852";"118303";"Compra Pré-Pago Débito Visa";"Visa";"BJubatCiaLtda            PONTA GROSSA BR";"FAST FOOD RESTAURANTS";"15.00";"2024-10-13 07:09:00"
"168770";"88196";"Compra Pré-Pago Débito Visa";"Visa";"PANIFICADORA TROPICA     UBERABA      BR";"MISCELLANEOUS FOOD STORES - CONVENIENCE STORES AND SPECIALTY MARKETS";"23.61";"2024-10-13 07:12:00"
"143391";"144654";"Compra Pré-Pago Débito Visa";"Visa";"BURITIZINHO AUTO POSTO IISAO JOAQUIM DBR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"318.00";"2024-10-13 07:14:00"
"74082";"57267";"Compra Pré-Pago Débito Visa";"Visa";"32451945Wanessa          CUBATAO      BR";"EATING PLACES AND RESTAURANTS";"24.00";"2024-10-13 07:14:00"
"285617";"55950";"Compra Pré-Pago Débito Visa";"Visa";"EDU                      CURITIBA     BR";"BAKERIES";"21.19";"2024-10-13 07:15:00"
"90937";"170972";"Compra Pré-Pago Débito Visa";"Visa";"LATICINIO FARIA E LANC   PORANGATU    BR";"NONDURABLE GOODS, NOT ELSEWHERE CLASSIFIED";"127.00";"2024-10-13 07:16:00"
"190272";"88512";"Compra Pré-Pago Débito Visa";"Visa";"JW SUPERMERCADO LTDA     SAO JOAQUIM DBR";"GROCERY STORES AND SUPERMARKETS";"33.36";"2024-10-13 07:16:00"
"185128";"146403";"Saque Pré-Pago Débito Visa";"Visa";"TECBAN-POSTO  BARAO DE   ARARAS       BR";"FINANCIAL INSTITUTIONS - AUTOMATED CASH DISBURSEMENTS";"1000.00";"2024-10-13 07:16:00"
"285617";"55950";"Compra Pré-Pago Débito Visa";"Visa";"DISTR FUTURAMA           CURITIBA     BR";"PACKAGE STORES - BEER, WINE, AND LIQUOR";"13.00";"2024-10-13 07:18:00"
"210484";"170962";"Compra Pré-Pago Débito Visa";"Visa";"ROTA DO OESTE            CUIABA       BR";"TOLL AND BRIDGE FEES";"44.10";"2024-10-13 07:20:00"
"108408";"108397";"Compra Pré-Pago Débito Visa";"Visa";"PANIFICADORA BRASILEIR   ITAPORA      BR";"BAKERIES";"10.50";"2024-10-13 07:21:00"
"187599";"50685";"Compra Pré-Pago Débito Visa";"Visa";"PAULISTA SUPERMERCADOS   SAO JOAQUIM DBR";"GROCERY STORES AND SUPERMARKETS";"169.96";"2024-10-13 07:21:00"
"187599";"50685";"Saque Pré-Pago Débito Visa";"Visa";"TECBAN-SUP PAULISTA S    SAO JOAQUIM DBR";"FINANCIAL INSTITUTIONS - AUTOMATED CASH DISBURSEMENTS";"800.00";"2024-10-13 07:23:00"
"185128";"146403";"Compra Pré-Pago Débito Visa";"Visa";"CHURRASCARIA 7           ARARAS       BR";"EATING PLACES AND RESTAURANTS";"8.00";"2024-10-13 07:26:00"
"218130";"108026";"Compra Pré-Pago Débito Visa";"Visa";"VIA MAIS REDE DE         SANTO ANTONIOBR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"1618.91";"2024-10-13 07:30:00"
"45638";"45630";"Compra Pré-Pago Débito Visa";"Visa";"VICARIO E VICARIO        MACATUBA     BR";"BAKERIES";"34.32";"2024-10-13 07:32:00"
"189363";"94058";"Compra Pré-Pago Débito Visa";"Visa";"MP *DEBORTOLO            TAIA U       BR";"MISCELLANEOUS FOOD STORES - CONVENIENCE STORES AND SPECIALTY MARKETS";"12.00";"2024-10-13 07:35:00"
"293089";"126793";"Compra Pré-Pago Débito Visa";"Visa";"RESTAURANTE KI DELICIA   GUARDA-MOR   BR";"EATING PLACES AND RESTAURANTS";"56.00";"2024-10-13 07:37:00"
"190495";"91622";"Compra Pré-Pago Débito Visa";"Visa";"REDE OPEN DE COMBUSTIV   RIBEIRAO PRETBR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"704.10";"2024-10-13 07:37:00"
"288206";"125228";"Compra Pré-Pago Débito Visa";"Visa";"PANIFICADORA REAL        VENTANIA     BR";"BAKERIES";"33.00";"2024-10-13 07:39:00"
"251031";"140379";"Compra Pré-Pago Débito Visa";"Visa";"GUILHERME OLIVEIRA HONORIMORRO AGUDO  BR";"GROCERY STORES AND SUPERMARKETS";"8.60";"2024-10-13 07:39:00"
"180879";"146095";"Compra Pré-Pago Débito Visa";"Visa";"ECOPATIO LOGISTICA CUB   CUBATAO      BR";"PARKING LOTS AND GARAGES";"60.00";"2024-10-13 07:43:00"
"287535";"53504";"Compra Pré-Pago Débito Visa";"Visa";"Postospa                 ALCANTIL     BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"70.00";"2024-10-13 07:44:00"
"144628";"137685";"Compra Pré-Pago Débito Visa";"Visa";"RestauranteDoEdi         BELA VISTA DOBR";"EATING PLACES AND RESTAURANTS";"45.00";"2024-10-13 07:44:00"
"287535";"53504";"Compra Pré-Pago Débito Visa";"Visa";"Postospa                 ALCANTIL     BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"5.00";"2024-10-13 07:44:00"
"292041";"142970";"Compra Pré-Pago Débito Visa";"Visa";"PG *TON CANTINA          SALTO DE PIRABR";"DIRECT MARKETING - COMBINATION CATALOG AND RETAIL MERCHANTS";"26.00";"2024-10-13 07:45:00"
"44889";"44881";"Compra Pré-Pago Débito Visa";"Visa";"PostoBoaVistaLtda        CASTRO       BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"67.84";"2024-10-13 07:45:00"
"311892";"170809";"Compra Pré-Pago Débito Visa";"Visa";"POSTO ROLDAN             SAO FRANCISCOBR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"50.00";"2024-10-13 07:47:00"
"190495";"91622";"Compra Pré-Pago Débito Visa";"Visa";"REDE OPEN DE COMBUSTIV   RIBEIRAO PRETBR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"704.00";"2024-10-13 07:48:00"
"282926";"172315";"Compra Pré-Pago Débito Visa";"Visa";"DannyAlimentos           CONCHAS      BR";"FAST FOOD RESTAURANTS";"36.60";"2024-10-13 07:49:00"
"59976";"174038";"Compra Pré-Pago Débito Visa";"Visa";"JP SANTA LUCIA           JULIO DE CASTBR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"256.05";"2024-10-13 07:49:00"
"186308";"116629";"Compra Pré-Pago Débito Visa";"Visa";"REDE RUSSI DE POSTOS     Faxinal dos GBR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"1043.14";"2024-10-13 07:53:00"
"301813";"97538";"Compra Pré-Pago Débito Visa";"Visa";"SABOR DE MINAS           SALINAS      BR";"EATING PLACES AND RESTAURANTS";"133.80";"2024-10-13 07:53:00"
"88314";"120706";"Saque Pré-Pago Débito Visa";"Visa";"TECBAN-POSTO PEIXOTO I   MATAO        BR";"FINANCIAL INSTITUTIONS - AUTOMATED CASH DISBURSEMENTS";"350.00";"2024-10-13 07:56:00"
"103864";"103853";"Compra Pré-Pago Débito Visa";"Visa";"SUPERMERC CARVALHO       TAQUARITINGA BR";"GROCERY STORES AND SUPERMARKETS";"90.70";"2024-10-13 07:56:00"
"253768";"126557";"Compra Pré-Pago Débito Visa";"Visa";"REDE MONTE CARLO ADMIN   GUARA        BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"1444.88";"2024-10-13 08:00:00"
"63992";"121859";"Compra Pré-Pago Débito Visa";"Visa";"ALENISIO TELES DO        SANTA MARIA DBR";"BAKERIES";"37.31";"2024-10-13 08:00:00"
"76210";"74366";"Compra Pré-Pago Débito Visa";"Visa";"TREM BAO UAI             SAO MANOEL DOBR";"BAKERIES";"38.40";"2024-10-13 08:00:00"
"286661";"163366";"Compra Pré-Pago Débito Visa";"Visa";"LUCIANO VIAPI            ARAQUARI     BR";"EATING PLACES AND RESTAURANTS";"5.00";"2024-10-13 08:01:00"
"72422";"72414";"Compra Pré-Pago Débito Visa";"Visa";"REST CONVEN CAPELINHA    IPUA         BR";"EATING PLACES AND RESTAURANTS";"16.00";"2024-10-13 08:02:00"
"66953";"66945";"Compra Pré-Pago Débito Visa";"Visa";"MERCADO RIMADI           PARANAGUA    BR";"GROCERY STORES AND SUPERMARKETS";"30.24";"2024-10-13 08:03:00"
"55391";"55383";"Compra Pré-Pago Débito Visa";"Visa";"RRV HORTIFRUTIGRANJEIR   GUAIRA       BR";"MISCELLANEOUS FOOD STORES - CONVENIENCE STORES AND SPECIALTY MARKETS";"26.27";"2024-10-13 08:03:00"
"72422";"72414";"Compra Pré-Pago Débito Visa";"Visa";"PSJ IPUA COMERCIO DE C   RIBEIRAO PRETBR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"559.00";"2024-10-13 08:03:00"
"310601";"161607";"Compra Pré-Pago Débito Visa";"Visa";"MERCADO BIANCA ROSA S.   SAO MANUEL   BR";"GROCERY STORES AND SUPERMARKETS";"33.45";"2024-10-13 08:05:00"
"45632";"45624";"Compra Pré-Pago Débito Visa";"Visa";"ShoseiTokuhara           BAURU        BR";"MISCELLANEOUS FOOD STORES - CONVENIENCE STORES AND SPECIALTY MARKETS";"22.00";"2024-10-13 08:05:00"
"257336";"95578";"Compra Pré-Pago Débito Visa";"Visa";"BarEMerceariaVice        MORRO AGUDO  BR";"GROCERY STORES AND SUPERMARKETS";"116.20";"2024-10-13 08:06:00"
"289698";"46974";"Saque Pré-Pago Débito Visa";"Visa";"TECBAN-SUP SETE ADAMAN   ADAMANTINA   BR";"FINANCIAL INSTITUTIONS - AUTOMATED CASH DISBURSEMENTS";"1000.00";"2024-10-13 08:07:00"
"58732";"58724";"Compra Pré-Pago Débito Visa";"Visa";"CONCESSIONARIA DE RODO   CAMPO GRANDE BR";"TOLL AND BRIDGE FEES";"66.60";"2024-10-13 08:08:00"
"289698";"46974";"Saque Pré-Pago Débito Visa";"Visa";"TECBAN-SUP SETE ADAMAN   ADAMANTINA   BR";"FINANCIAL INSTITUTIONS - AUTOMATED CASH DISBURSEMENTS";"1000.00";"2024-10-13 08:09:00"
"308079";"105672";"Compra Pré-Pago Débito Visa";"Visa";"AutoPosto54              LAPA         BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"120.00";"2024-10-13 08:09:00"
"47036";"110722";"Compra Pré-Pago Débito Visa";"Visa";"D.ALEIXO ALVES AL        CAMPO MOURAO BR";"GROCERY STORES AND SUPERMARKETS";"5.34";"2024-10-13 08:10:00"
"70909";"70901";"Compra Pré-Pago Débito Visa";"Visa";"EPR LITORAL PIONE        CURITIBA     BR";"TOLL AND BRIDGE FEES";"84.00";"2024-10-13 08:10:00"
"103864";"103853";"Compra Pré-Pago Débito Visa";"Visa";"BEST BUY                 TAQUARITINGA BR";"SEWING, NEEDLEWORK, FABRIC, AND PIECE GOODS STORES";"24.60";"2024-10-13 08:10:00"
"289698";"46974";"Saque Pré-Pago Débito Visa";"Visa";"TECBAN-SUP SETE ADAMAN   ADAMANTINA   BR";"FINANCIAL INSTITUTIONS - AUTOMATED CASH DISBURSEMENTS";"1000.00";"2024-10-13 08:10:00"
"45632";"45624";"Compra Pré-Pago Débito Visa";"Visa";"MARIA TERESINHA DOS SA   LENCOIS PAULIBR";"MISCELLANEOUS FOOD STORES - CONVENIENCE STORES AND SPECIALTY MARKETS";"20.00";"2024-10-13 08:11:00"
"55391";"55383";"Compra Pré-Pago Débito Visa";"Visa";"KAZUHIKO ETO             GUAIRA       BR";"FAST FOOD RESTAURANTS";"21.00";"2024-10-13 08:11:00"
"74688";"79892";"Compra Pré-Pago Débito Visa";"Visa";"INTERALLI PARKING        PARANAGUA    BR";"PROFESSIONAL SERVICES, NOT ELSEWHERE CLASSIFIED";"65.00";"2024-10-13 08:12:00"
"102597";"102586";"Compra Pré-Pago Débito Visa";"Visa";"SUP CATANIO              MARINGA      BR";"GROCERY STORES AND SUPERMARKETS";"21.45";"2024-10-13 08:12:00"
"289698";"46974";"Saque Pré-Pago Débito Visa";"Visa";"TECBAN-SUP SETE ADAMAN   ADAMANTINA   BR";"FINANCIAL INSTITUTIONS - AUTOMATED CASH DISBURSEMENTS";"1000.00";"2024-10-13 08:12:00"
"56063";"56055";"Compra Pré-Pago Débito Visa";"Visa";"VENDRAMINI FILHOS LTDA   ARARUNA      BR";"GROCERY STORES AND SUPERMARKETS";"145.20";"2024-10-13 08:12:00"
"77256";"77248";"Compra Pré-Pago Débito Visa";"Visa";"PANIFICADORA CENTRAL     PRIMEIRO DE MBR";"BAKERIES";"6.00";"2024-10-13 08:13:00"
"288611";"88829";"Compra Pré-Pago Débito Visa";"Visa";"SUPERMERCADO JB DE FRUT  FRUTAL       BR";"GROCERY STORES AND SUPERMARKETS";"26.07";"2024-10-13 08:15:00"
"77930";"77922";"Compra Pré-Pago Débito Visa";"Visa";"Ronkinele                IBIPORA      BR";"BAKERIES";"4.20";"2024-10-13 08:15:00"
"263619";"103320";"Compra Pré-Pago Débito Visa";"Visa";"AUTO POSTO SANTA TEREZ   AVARE        BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"2358.90";"2024-10-13 08:16:00"
"66083";"144190";"Compra Pré-Pago Débito Visa";"Visa";"BATISTA E IZEPE LTDA     SARANDI      BR";"GROCERY STORES AND SUPERMARKETS";"12.48";"2024-10-13 08:16:00"
"44862";"44854";"Compra Pré-Pago Débito Visa";"Visa";"VALARINI PANIFICADORA    BIRIGUI      BR";"BAKERIES";"23.23";"2024-10-13 08:17:00"
"304992";"173294";"Compra Pré-Pago Débito Visa";"Visa";"SUPERMERCADO SAO JOAO    SAO JOSE DA BBR";"GROCERY STORES AND SUPERMARKETS";"27.29";"2024-10-13 08:18:00"
"309805";"172531";"Compra Pré-Pago Débito Visa";"Visa";"CAMachadoLtda            ARACATUBA    BR";"BAKERIES";"7.11";"2024-10-13 08:18:00"
"79784";"79776";"Compra Pré-Pago Débito Visa";"Visa";"AUTO POSTO GUERRA        BARRETOS     BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"3448.50";"2024-10-13 08:19:00"
